Current(A), Voltage(mV)
-1.51093008	3.05916480
-1.52001888	3.05922496
-1.49741808	3.05919488
-1.46409728	3.05952640
-1.43925136	3.05922496
-1.35833232	3.05913504
-1.29475608	3.05826208
-1.29288224	3.05901440
-1.29911696	3.05904448
-1.29776464	3.05883360
-1.20844456	3.05931552
-1.18943120	3.05904448
-1.19938336	3.05880384
-1.11076912	3.05880384
-1.12511312	3.05922496
-1.06678440	3.05907456
-1.02805912	3.05931552
-0.99718982	3.05925504
-1.02114824	3.05922496
-0.91800416	3.05913504
-0.91782016	3.05952640
-0.87988608	3.05913504
-0.86689523	3.05928544
-0.84837203	3.05964640
-0.83756051	3.05943584
-0.78236403	3.05913504
-0.74986771	3.05937568
-0.73093907	3.05904448
-0.70416262	3.05937568
-0.63810592	3.05925504
-0.66472986	3.05931552
-0.63131878	3.05958624
-0.58980000	3.05946592
-0.54180006	3.05928544
-0.51210256	3.05949600
-0.48320570	3.05952640
-0.44911760	3.05913504
-0.41893178	3.05925504
-0.39316525	3.05961664
-0.36063728	3.05955648
-0.32596605	3.05931552
-0.29869581	3.05931552
-0.27369840	3.05958624
-0.24320381	3.05946592
-0.20997690	3.05913504
-0.18491629	3.05922496
-0.15595803	3.05952640
-0.11855271	3.05949600
-0.09067044	3.05928544
-0.06818712	3.05943584
-0.03664253	3.05958624
0.00939952	3.05913504
0.03609136	3.05931552
0.06260006	3.05967648
0.09451314	3.05955648
0.11644325	3.05967648
0.15007786	3.05919488
0.17852006	3.05934528
0.19209666	3.05970688
0.24006549	3.05952640
0.29833379	3.05925504
0.30257197	3.05949600
0.33024685	3.05949600
0.35193328	3.05952640
0.38704109	3.05928544
0.41247379	3.05955648
0.48560771	3.05913504
0.45400058	3.05910464
0.49992090	3.05925504
0.56951475	3.05874368
0.57971258	3.05943584
0.58484339	3.05913504
0.63554714	3.05877376
0.68999578	3.05850272
0.70743872	3.05874368
0.69297440	3.05859296
0.76173382	3.05880384
0.77776326	3.05841248
0.85008467	3.05883360
0.82892614	3.05874368
0.90180774	3.05865312
0.91227955	3.05829216
0.93862726	3.05847264
0.99148006	3.05829216
0.97882650	3.05802112
1.00821528	3.05835232
1.08520616	3.05838240
1.10314024	3.05802112
1.11677488	3.05820192
1.10685560	3.05753984
1.15814128	3.05741920
1.20420776	3.05829216
1.19247448	3.05790112
1.24938952	3.05738944
1.31619536	3.05750944
1.33831240	3.05750944
1.33815920	3.05561344
1.40287808	3.05338624
1.41835744	3.04730656
1.46056048	3.04333344
1.44292992	3.04194880
1.53755728	3.04185856
1.48230640	3.04194880
1.46907008	3.04194880
1.42993632	3.04191872
1.39670352	3.04203904
1.34832624	3.04179840
1.33993912	3.04197888
1.30139128	3.04167776
1.27254984	3.04221952
1.26637552	3.04185856
1.22493984	3.04224960
1.20116664	3.04179840
1.10780696	3.04182816
1.15083064	3.04161760
1.07172408	3.04149728
1.02627408	3.04149728
1.00311800	3.04185856
1.00029264	3.04197888
0.94452352	3.04137696
0.96285658	3.04161760
0.86817216	3.04158752
0.87198042	3.04167776
0.83623507	3.04170784
0.79201274	3.04188864
0.75448454	3.04158752
0.78617882	3.04170784
0.73658112	3.04110624
0.67221510	3.04071488
0.64519027	3.04122624
0.62728685	3.04122624
0.62636621	3.04080512
0.58057453	3.04089536
0.53505930	3.04131680
0.50649437	3.04122624
0.46760784	3.04119648
0.44036355	3.04071488
0.40024941	3.04089536
0.38611850	3.04128672
0.36117786	3.04119648
0.35030490	3.04089536
0.27873802	3.04092576
0.25702090	3.04125632
0.27025987	3.04098560
0.20871218	3.04077536
0.18902477	3.04131680
0.14141515	3.04116608
0.13306107	3.04086528
0.08993555	3.04080512
0.05581176	3.04119648
0.03394119	3.04110624
0.00433173	3.04080512
-0.03891649	3.04095584
-0.06520730	3.04107584
-0.08750748	3.04089536
-0.12144030	3.04131680
-0.15730840	3.04173792
-0.18332042	3.04116608
-0.20862469	3.04077536
-0.24292758	3.04095584
-0.27394394	3.04122624
-0.30084595	3.04107584
-0.33487264	3.04074496
-0.36754714	3.04104576
-0.39107834	3.04116608
-0.41503226	3.04095584
-0.44878010	3.04119648
-0.48593981	3.04095584
-0.49573645	3.04119648
-0.55666330	3.04113632
-0.55211840	3.04080512
-0.62041734	3.04119648
-0.61246214	3.04155744
-0.63997798	3.04119648
-0.71097952	3.04140704
-0.74999046	3.04246080
-0.74092768	3.04357440
-0.78740288	3.05067744
-0.82106528	3.05513184
-0.83071072	3.05741920
-0.89410714	3.05865312
-0.91293722	3.05874368
-0.92629907	3.05916480
-0.94494259	3.05928544
-0.97286298	3.05871360
-1.02382096	3.05931552
-1.03929376	3.05979712
-1.05885960	3.05907456
-1.12710896	3.05886400
-1.15939208	3.05880384
-1.17511808	3.05916480
-1.23191216	3.05904448
-1.26625072	3.05877376
-1.29432464	3.05865312
-1.27236400	3.05856320
-1.33686400	3.05919488
-1.32685032	3.05901440
-1.39843936	3.05838240
-1.43584208	3.05898432
-1.43522832	3.05880384
-1.44634544	3.05886400
